dimension_0;dimension_1
15.06865767;3.967308222
15.17834843;4.219078458
15.08030778;3.991364976
14.97928833;3.905210578
15.10496528;3.841703684
15.10118233;3.998186032
11.16308608;16.08919969
11.69085667;15.50096367
11.96487631;18.71230438
11.95633147;16.02560072
11.79124956;15.98782711
12.01322474;18.80171727
12.15587769;16.84092457
11.98665879;15.18187213
11.89414793;16.71446987
12.20641207;14.09560496
12.17811778;16.35536152
11.95054036;16.10148655
12.04580431;15.58642903
12.03115881;16.84444014
11.82677409;15.2662514
12.02454992;13.94739808
12.0432421;18.35497658
12.23204337;15.77148068
12.04104404;15.31481673
12.27358213;13.93870446
12.00936302;14.7764262
12.28104633;17.7080222
12.27121865;15.38343323
12.0948794;17.19303436
11.97097158;16.63250513
12.19287843;17.22836821
12.19320852;14.28587476
12.16250341;14.99746562
11.209665;12.78567782
12.44242087;13.69047728
11.26090424;11.21309196
13.062868;12.4663353
12.23883536;13.83339386
12.24710596;13.69092325
12.25325934;13.60207348
12.04186748;13.41443112
12.09712886;13.18528359
12.28386002;13.60557768
12.17335099;13.9056604
12.01784767;13.24508538
11.84176881;13.25133016
11.99474269;13.85116187
12.39673471;13.64784426
12.09357814;13.14046206
10.83604732;6.556793159
10.89271498;6.649054192
10.62870405;5.576591879
10.38245431;0.813580534
13.56463877;7.361820021
13.78171024;6.495354582
13.52144301;6.978343234
10.43725424;5.042671936
6.840066385;8.096657725
5.911368081;8.643335092
16.74714367;10.04149853
7.691022257;8.318484303
16.84660567;4.032731794
6.384084759;7.043974599
14.52308503;14.57962794
7.808969828;7.655178239
8.082084202;2.764871072
7.605905568;11.04676009
15.41288546;9.355077459
8.208210954;5.980202173
7.442916311;4.05614924
8.427138658;7.327967184
7.053626917;11.00475053
7.017099764;4.18201228
6.713198364;6.253632848
7.077597816;7.317395221
16.07453786;1.561930387
6.91700213;6.649357334
16.87224289;6.978484469
9.040958854;12.02975266
7.46741771;2.751493654
10.48903243;13.08293833
14.89175834;11.62021987
7.232260152;6.214128358
6.758978922;3.826201635
8.30235364;6.988815904
6.647059082;6.356581348
7.934903729;7.280413217
7.772281034;9.046497658
8.822614116;10.51844004
8.346709383;5.115145076
7.65414927;4.781790082
8.476018905;6.66270637
8.182347137;5.137861847
7.749869878;10.60985757
7.449462409;7.577299586
7.83857109;3.34326202
8.514673101;2.556003499
15.74271779;4.236029941
7.657374636;9.461609468
6.393450915;6.510417248
7.786272413;10.11927583
7.208567076;8.161448109
7.700255278;9.350124525
7.501060418;9.274512061
8.388825996;7.218482116
8.095547944;6.980597903
8.28969125;6.123276459
10.88330401;13.74219758
8.747100173;9.49169676
8.347122866;3.651666132
7.830763887;2.548739222
7.400095211;8.721425539
7.693047856;7.833160899
6.962371488;10.56839935
16.02464411;3.874743159
8.91485323;10.68938894
8.360791619;11.5405573
8.37771568;4.731386223
7.887879311;10.02124409
6.559144113;10.19759287
8.252174472;4.70193375
8.519585955;2.718360772
8.963706994;12.41454074
7.622906102;10.82556123
8.018812483;7.297952026
7.8112083;3.088998452
7.654826414;5.726158744
8.423110012;6.873720851
7.568079565;4.151282588
7.623139081;4.01688212
9.352811333;11.23682563
15.73671163;9.460888437
7.712697737;5.795696272
7.857370284;4.280756666
7.528365559;11.07914671
7.508444876;4.138369087
6.456058662;6.786187863
7.728962568;6.334135353
8.40587161;9.37319725
7.586913488;10.32996458
7.770143106;8.242349547
7.509326048;6.448298008
7.913761049;5.351819905
8.196887497;7.997934496
7.92811918;7.304778005
8.295869177;9.10753171
7.7124318;7.016639794
16.38838795;12.02983507
8.333472689;6.908984142
6.697891704;7.301304575
8.325295499;3.620955911
7.96505919;6.149833024
8.179530345;8.983564266
7.774350684;3.019993365
7.854589218;6.232209761
7.384583435;5.516828134
7.501922762;2.990538902
7.827722148;9.839150145
7.569757826;8.179769032
7.339898502;5.698411789
8.875206596;12.83315228
7.144133818;9.16902388
8.339164282;4.719211999
7.92559442;5.974824346
15.72777534;1.087871424
16.17851596;6.400873683
7.54663184;4.857436812
8.084216769;4.459880081
16.15966626;8.625053416
8.283676777;6.936747928
8.886224267;12.09302869
8.297114193;4.71299063
7.605512174;3.422121887
16.2768352;4.191211989
16.00095772;4.315845647
8.309122251;7.934278079
7.487273595;8.181128559
8.249700417;8.784097223
8.67402793;8.410274428
8.500123922;7.789740464
8.06906673;7.497747073
8.517318754;7.628804712
8.023029412;7.347009151
13.88891633;9.622662608
10.59661545;6.248507957
9.831731725;0.237777946
9.869164261;1.485485979
8.612060645;4.926552085
8.973399822;7.655684622
14.14524408;11.6031136
9.746672649;5.831322944
9.963697191;9.172835842
9.308661171;8.637337736
10.07152608;6.066922604
14.49108387;8.963441906
14.12440231;7.576376618
9.657944943;7.117146838
10.33300743;9.771823949
10.36465383;5.479288537
9.843731278;-0.123228882
10.26373969;8.742931737
14.29003363;7.426151937
9.269312984;9.520080664
8.773510723;7.97097574
9.523932088;4.106009156
9.01509033;2.852158465
9.224599522;4.338201453
9.482667982;6.593313444
10.06853802;12.39425226
10.3551373;6.691887209
10.54491754;8.817947828
14.6290139;7.917498486
14.0831723;8.035750248
9.332548569;7.24033973
9.564776402;10.53954239
9.849772155;7.198803417
9.541916582;7.362153412
10.85040938;10.60598479
9.15405561;9.069966146
9.006683507;6.63460632
9.441185914;1.95976976
9.313540865;5.359410912
9.677219775;7.502286871
9.683466413;3.463667143
9.084570608;5.561985707
10.29143221;5.714831219
9.226853139;7.624034936
9.2080303;6.554130111
10.78306078;7.306566247
10.25600457;8.989808209
8.938007813;7.95854245
10.25445938;6.592468926
10.5449255;7.577080065
9.094778855;0.688025551
10.71654293;6.434189146
9.255694263;7.856957007
8.781970631;5.599058689
8.714647894;6.337361279
8.868981128;8.32355131
9.73666348;4.970717169
9.84322858;7.244414269
10.56540211;5.586913504
8.479237177;5.983791609
9.75083931;7.702860434
9.347923313;5.720583607
10.55237357;7.672195767
10.90789152;11.88143457
9.210971457;2.112149956
9.515978507;7.72873881
13.354447;8.875577837
8.677521793;3.379931794
10.56573189;7.694646354
10.50791866;6.832220253
10.93929144;7.397618358
13.33099029;11.48400219
10.07013331;8.166431088
9.48995811;3.879505877
10.44453635;12.29644947
8.590050213;6.500746115
10.63901347;6.877628399
10.71209588;9.223101196
9.553003779;7.329188917
9.588870245;8.78373184
10.82081162;10.45866568
15.23750153;6.54729771
9.4734464;7.540340343
9.761993888;8.345584115
10.15429138;6.290264376
9.807647568;1.932393754
10.36340936;8.847034805
9.874522624;6.811575482
9.430025695;11.10895724
10.70844922;7.324927494
10.74684603;9.201156307
10.56419909;8.632293051
10.53573652;9.465522833
14.37855497;5.885683299
10.23453084;10.82214614
13.89082974;9.820544532
15.24311722;5.117089193
10.51572904;8.146361974
9.53252184;6.813445344
8.937376896;6.611556801
14.05082886;6.717097685
10.36325621;11.3256619
9.953813898;8.983637652
9.31120579;9.562965165
8.594121024;7.735675105
10.16218835;6.272203288
9.389200047;5.124194919
10.66528779;6.628685342
8.957929434;4.001677159
9.918806746;8.756117082
10.45206402;6.83629334
10.09336334;5.668929518
9.727938274;7.645447523
13.56590097;10.5304673
10.41824535;6.170502472
10.20138002;8.791430329
9.515586271;7.978388354
9.940866085;6.149914155
8.692524432;3.580860352
10.95238777;9.395789321
10.36918067;12.71231674
9.97151351;7.867260719
14.865188;10.09548129
8.735277535;5.812646832
10.37614138;8.292060078
15.06659519;7.000974735
9.694740652;7.262667423
9.712292161;4.58206714
8.968497127;8.758137121
10.46525774;5.753661168
10.85460279;7.62490711
13.16601129;11.15460418
10.7175298;6.642308777
10.83927876;8.696230299
9.474231042;0.907845588
9.041472794;5.215320835
10.1368569;10.41021217
9.513403592;8.519355434
9.26989213;7.610113009
8.971883024;9.033098483
9.570360093;3.535864696
10.71129882;10.61506133
10.24566328;5.87373295
8.736080204;8.413632307
9.849717173;9.697037627
8.921701155;2.474417324
10.08010098;7.3963167
8.722365453;4.699127987
10.38483187;9.61145821
9.524012586;5.48574162
9.186807312;4.788553154
10.45931434;9.33412416
8.612832273;5.714545811
9.012368115;6.121784327
10.03290025;6.079339668
9.783269233;4.520935102
9.94003079;5.425053154
11.1061861;10.06463716
9.100461318;7.079939342
9.624989777;4.95375629
9.590336271;4.245016437
9.534410944;6.196437183
14.18119885;7.881369474
13.80033247;10.73993569
9.50736978;6.339644493
10.22700398;5.464611262
9.792190136;6.80855644
9.219753243;7.023148151
10.61293179;12.7320101
10.22816;7.234612492
9.673815395;7.932785002
10.28267651;9.028113841
9.963296499;8.595428444
9.420053659;8.435816717
13.51180787;10.0930804
15.11026218;7.094172936
14.62476634;11.02732193
15.61737701;4.411773767
15.29753279;4.446155341
15.24134894;4.474320304
15.68676968;4.228494555
8.847884525;8.175344867
9.009219614;8.307910238
9.035142471;8.188673508
9.348797462;7.92591864
8.98569251;7.599748195
8.69143467;7.952012076
8.870806623;7.99807119
10.67645431;6.681531887
6.917305469;2.803876732
5.940067291;5.501106808
7.372955295;17.22133693
8.653296685;17.03377121
8.074915115;15.59746595
5.877114208;9.960724645
6.339101315;2.204901551
8.167854454;0.166731296
6.67094504;-0.077388333
5.645190134;8.137926634
6.048591315;2.807275681
25.65779496;21.69572231
23.91892516;21.10911886
23.86066353;20.90209431
23.52427258;20.33775132
22.96911474;20.3015833
24.0563627;20.74321083
23.26696254;20.79145112
22.90784786;20.83764176
24.0409224;20.58943631
23.79749436;20.69698709
22.83679827;20.93278285
24.02817152;20.63771589
24.3946888;20.48415965
24.14426761;20.89203117
22.81405304;20.40394004
23.65153111;20.57777883
23.87084477;20.91790322
24.71339372;20.84682774
24.18358395;20.33415966
24.07299167;20.58420896
23.6545578;20.69873543
23.73872387;20.71512374
23.85726863;20.63898637
24.3781255;20.36845362
22.94767643;21.13918868
23.012427;20.55106812
23.1537907;20.56685571
22.992559;20.70968191
22.68768078;21.09478818
23.68776084;20.61843595
23.57154432;20.29245725
23.52425591;20.68590248
24.19916674;20.29804041
24.35379834;20.43042254
23.90876582;20.57103872
23.97739855;20.24463529
23.03105756;20.249417
24.31730691;20.88783217
24.43795826;20.88717345
23.97899213;20.62062822
23.62541233;20.61446168
23.44665904;20.89575133
23.10259157;20.30519628
24.26111544;20.93315347
23.5352888;20.50210077
23.56583742;20.60417762
25.08254487;20.6002829
23.9246353;20.39403774
23.8586388;20.62943093
23.73085826;20.70576273
24.31958404;20.53299371
23.90692875;20.78346014
24.01621921;20.88394802
23.81560817;20.28437308
24.26986364;20.80742105
24.360548;21.06887616
23.87566222;20.33813332
24.76046311;20.6824304
24.08148571;20.69671303
23.89320564;20.32440891
23.97066858;20.67918585
23.73250676;20.46896955
23.59892854;20.80666746
23.28200864;20.82698534
23.44300582;20.89005592
24.39135345;20.65168491
23.08204697;20.68400739
23.41632679;20.64634557
23.73730329;20.88325684
23.94737402;20.76523937
23.45727197;21.1160349
23.74752141;20.46118266
23.53370219;21.01678652
23.11885537;20.55277908
22.96633312;20.6297407
23.65484484;20.43716859
23.78265479;20.89133435
23.97383286;21.15831857
23.0820541;21.00292791
23.7745982;20.47477968
24.35579607;20.88100477
23.34733131;20.48187541
23.95442561;20.36897414
23.90821982;20.51157156
24.12734852;20.51734921
24.45979473;20.7503103
24.37438499;20.42884137
22.959212;20.58882976
24.46077883;20.88857615
23.70992018;20.40204437
23.70730096;20.65770275
23.12234561;20.82477362
23.91189271;20.62592185
23.95504968;20.64246941
24.23756467;20.64872086
24.32905782;20.65936014
23.98968208;20.60999276
24.11554694;20.69999496
24.28914954;20.5702092
24.30090392;20.5451709
24.06089541;20.61387826
24.29202432;20.60351866
24.35908926;20.55200458
24.31099376;20.68003636
24.47937918;20.63780691
24.33823991;20.67098101
24.17139739;20.75457659
24.33200503;20.54533874
24.18777945;20.69131155
24.26374308;20.64312051
24.00724827;20.63554806
24.07350777;20.58316969
24.49898773;20.60325116
24.35270008;20.6658486
24.24345099;20.62218079
24.31587274;20.64379033
24.25944297;20.52818799
24.30588388;20.63512537
24.3148433;20.65046607
24.31388498;20.62676056
24.47921519;20.57005568
24.5343812;20.50269732
24.47885511;20.60022063
24.3252987;20.53447979
24.18499141;20.67166584
24.51974658;20.69335769
24.36944426;20.84149976
24.25545591;20.97236869
24.48025843;20.8614157
24.3348586;20.98860736
24.34979479;20.83517924
24.52092455;20.96565356
24.31896976;20.81052923
24.36712228;20.69827045
24.30913897;20.94795251
24.33542271;20.88831074
24.35462215;20.80741345
24.3735284;20.93266291
24.43003382;20.85612011
24.42343157;20.93490912
24.49102866;20.81065752
24.38182108;20.79869301
24.400655;20.89526007
24.46520225;20.91394358
24.36110628;20.91824161
24.22710953;20.74426106
24.4952149;20.67828509
24.53289548;20.65241858
24.41218543;20.63669147
24.45919616;20.61574098
24.41043866;20.75072098
24.44761393;20.68900981
24.33073202;20.63584935
24.46766548;20.64109118
24.3956577;20.69752254
25.92680865;21.61572125
25.97338662;21.62575932
25.95838476;21.65004779
25.89239243;21.40063832
25.8116755;21.59116957
25.89676659;21.30876901
25.97071061;21.41221493
25.87517545;21.29497389
25.73756881;21.52465304
25.89164356;21.69897551
25.84097195;21.27270552
25.81489214;20.98916519
25.78024052;21.31297089
25.91257684;21.42647015
25.90444889;21.33832012
25.92779662;21.71591808
25.92905253;21.61726261
25.90699084;21.44254074
25.92739557;21.29302486
26.03904794;21.08691795
25.68429829;21.29751227
25.63224718;21.20140927
25.67626542;21.17047967
25.97247007;21.27291116
25.8135246;21.44163183
25.79632721;21.29938472
26.03649865;21.46431726
25.68670672;21.31865782
25.70572805;20.88871609
25.86656322;21.36691475
25.78061707;21.49112357
25.72980339;21.8431957
25.84044858;21.40857995
25.71565776;21.59236422
25.7869778;21.6490351
25.66292284;21.59183346
25.85963513;21.4234996
25.83993202;21.54462392
25.91553838;21.56472568
25.91563439;21.70494069
25.85504502;21.75879854
25.9683976;21.59918935
26.06241956;21.28746277
25.67876125;21.039346
25.84524931;21.47024212
25.79440263;21.63968045
25.93944617;20.90047459
25.72178643;21.09800291
25.80778416;21.23119258
25.71275457;21.01766332
25.75835689;21.65368313
25.82574259;21.45756793
25.94411123;21.1613236
25.96060778;21.30877258
25.84994058;21.70567955
25.67522782;21.36397263
25.95972327;21.61797981
25.98724318;21.66430787
25.85367528;21.66617767
25.81379165;21.18483877
25.91932997;21.32693356
25.82304496;20.9625913
25.71614052;21.22209797
25.88642068;21.79512047
25.72224014;21.52812981
26.00901513;21.02071374
26.00647039;21.30996055
25.71181607;21.7509945
25.83135494;21.16895211
25.81554975;21.45741525
25.86344393;21.56873189
25.87993899;21.26104344
25.97661073;21.44542511
25.74913194;21.62295646
25.82599896;21.25521537
25.69577452;21.55377276
25.91762151;20.99605906
25.70415757;21.32483565
25.75434924;21.74409983
25.90311597;21.20373222
25.88488741;21.3671313
25.62317877;21.03397899
25.77484331;20.97085102
25.69828123;21.67774898
26.15967003;21.55806047
25.57777705;21.59924867
25.82877537;21.3035274
25.99299263;21.30046929
25.73528127;21.14388776
25.74039246;21.55130224
25.82391877;21.51627181
25.92012417;21.49495031
25.70656262;21.35620665
25.86658245;21.4299225
25.94838524;21.26539114
25.88061238;21.34485748
25.86736724;21.48943195
25.79022724;21.63090528
25.7479117;21.72356056
25.81256314;21.30587508
25.96019578;21.02216923
25.7754985;21.3262841
25.93850226;21.14303073
25.90050051;21.55308892
25.84878842;21.67117811
25.87464248;20.84349684
25.91672659;21.09916038
25.65991185;21.20584804
25.8363869;21.39531953
25.92882472;21.34795142
25.86836118;21.51869775
25.71523977;21.77204475
25.81008269;20.78851844
25.85334366;21.30682449
25.80783196;21.29447459
26.085628;21.38461756
25.86852723;21.38052835
25.74198029;21.52943229
25.88100281;21.72735635
25.95071002;21.82615667
25.80690301;21.27750878
25.97200802;21.58664701
25.79411091;21.68329654
26.02055938;21.45546815
25.96285103;21.26210996
25.86782513;21.22436566
25.8794138;21.12574817
25.925101;20.93277028
25.8887184;21.22479509
25.87671041;21.09880434
25.86162314;21.2864263
25.93536372;21.25934839
25.91217416;21.17367201
25.9780896;21.25434479
25.94151123;21.25212687
26.0001928;21.21588537
25.92419291;21.20634458
25.99017852;21.56708204
25.97190008;21.52603031
25.90305792;21.57212605
25.97517767;21.58964706
25.74191589;21.15009802
25.61860112;21.36134638
25.95946832;21.79002621
25.6915936;21.47071857
27.58544381;20.80985192
25.6789992;21.26604334
27.6365125;21.4341797
26.74044507;20.60831316
26.98962727;20.64723558
26.90662902;20.68273277
26.88839132;20.78685574
27.09440204;20.75488645
26.40995113;20.75358775
26.94030765;20.71239928
26.79202607;20.71317244
26.61473884;20.75118317
27.08404804;20.73654109
26.84303277;20.60666839
26.41896861;20.75468572
26.64715574;20.72135635
26.68319152;20.70379882
26.7765405;20.72844128
27.22361828;20.75639496
26.80065243;20.60849287
25.78591663;20.94519995
25.98262516;21.1003458
25.74794554;21.0790091
25.85288622;21.01348434
25.94120933;21.07035212
26.11459563;21.01814844
25.78536684;21.03065094
26.10746569;20.99340595
25.88789255;21.13542985
26.12078509;20.97203848
25.60111938;21.12907967
25.77792549;20.94468237
25.96068809;21.02188305
26.03824219;20.99690818
25.61554734;20.83091018
25.66476394;20.87354846
26.10484562;21.39557962
26.20611793;21.27295445
22.28530003;21.54883986
21.84927657;21.59781267
21.71075003;21.60530021
21.98425146;21.55017813
22.00760141;21.60406126
23.03204393;21.55838367
22.97743389;21.5879392
22.48691293;21.5147994
22.19408192;21.58878057
22.3261086;21.5342367
22.7520297;21.47234922
23.02525969;21.54294941
21.09627738;21.51092962
22.05159693;21.54565924
21.7037068;21.61414028
22.06856851;21.52420794
22.54285387;21.62102721
22.38480594;21.62936002
22.37212372;21.4552843
22.66943155;21.59320096
22.43814755;21.58386365
22.28150609;21.61669773
21.94011302;21.64530926
22.2096143;21.58214337
21.82565398;21.55079341
21.92671062;21.53246808
21.84132954;21.7032818
22.72353854;21.57665817
22.79876855;21.60988337
21.44751272;21.61759346
22.14883472;21.58997421
21.93001289;21.58396707
22.36988876;21.5085648
21.70267197;21.65250224
21.99596322;21.61614595
21.9817872;21.59401318
22.24830775;21.52835662
13.53878951;5.47575319
11.3293249;5.189158218
10.98756892;5.480132089
11.01695039;5.470796172
12.80137723;5.431445754
13.4774462;5.39539773
12.58761598;2.161944255
10.66529383;4.236725678
11.57367443;1.840125319
13.55545654;4.366825089
11.70657769;1.85147332
12.06900716;3.589030982
13.90566413;3.769120569
11.97058964;2.638818302
13.47414319;1.728565368
11.11867109;1.348360964
13.35866346;2.568809737
10.37139059;4.247085845
11.00137664;3.343655782
10.75856346;4.014221267
13.29993501;3.955686475
12.90416834;4.428997798
12.52407582;4.198935642
10.24314318;4.04520501
13.29271423;2.949588908
11.48973248;3.237098396
12.74548147;3.735443344
11.16749708;4.452355547
11.88276828;3.369501852
11.10977785;3.631801279
10.60065301;1.847857501
11.08973624;3.972195317
11.48970863;4.308365608
11.00098897;3.180491728
10.68944433;4.577666469
12.94428633;2.921056252
12.83632536;4.979115882
12.36785308;3.574280656
10.23370021;2.550278895
12.62576639;3.748382888
10.71897461;2.950731872
11.36731786;3.27418037
13.48063254;3.405660092
13.60244811;5.330868846
10.44248922;2.899550145
10.19279507;3.952803272
11.59696708;1.783525102
10.91816724;1.366763903
10.92276766;4.397725873
10.9499303;4.987130083
11.87732256;3.154823249
10.1737631;2.289699221
11.8013299;4.547836906
11.93803665;4.162287305
10.84582033;4.219663159
10.82793539;1.484848851
10.63550997;4.65629584
12.27191354;4.678747796
11.77371571;2.728789201
11.47983725;2.364680186
10.59468238;1.579040426
10.56675615;3.318323598
12.16682042;2.060724839
12.36299916;2.941534793
13.70227315;2.737731665
12.74746103;2.533592015
13.67280628;3.044927876
13.62238482;2.724529283
12.62729649;2.96816046
13.24582609;2.673966341
10.1976115;3.040092893
12.1706308;2.578580385
11.15302587;3.212427206
14.29902758;3.004520899
12.05945839;2.413673716
13.92061897;2.680487292
12.00135528;2.342487143
12.08268715;2.71691397
12.91677068;2.724412356
12.75884116;2.688021261
11.17996946;3.441773529
11.71214569;3.288478272
11.05554238;2.525343535
13.23611231;2.371198015
12.50272214;2.188019481
11.33813303;2.687893031
12.91561262;2.798504943
12.91759051;2.857146859
11.83677674;2.738244897
13.91211103;3.414831171
11.38927622;2.203273293
13.25813941;2.029179654
13.57776811;2.810120247
13.88796896;2.025608394
10.8606268;3.209555155
13.58426204;2.394793964
13.79678722;2.803275814
13.46543299;2.480044873
13.29004056;2.615773303
10.84702132;2.725960065
13.47155764;2.22534881
13.41576723;2.66564662
11.27973232;2.975954831
14.05486467;2.41408135
12.80610968;2.846052323
13.83885488;2.417637619
13.55405639;3.283671366
13.59017001;2.324795239
11.78915868;2.131332036
12.28124969;2.764662234
12.97046423;2.673290612
11.20216841;3.019248099
12.55565782;2.549138798
13.12343497;2.624051192
13.66508931;2.714844229
11.18234298;2.430804939
12.08029112;2.858001845
11.37738429;2.693176802
13.25012215;2.945689991
12.63577539;2.591696259
13.05249065;2.592672787
12.42781571;2.37317292
13.45339178;2.815735852
14.09070652;2.312417336
13.06828482;2.348734795
13.03781947;3.34748737
12.90397787;3.180787701
12.02134394;3.258650958
12.04562055;2.416359088
11.46897564;3.047964223
13.33507234;3.004090721
12.40651944;2.508405583
13.84439661;2.564884365
13.02741588;2.244485835
12.18643107;2.373806786
13.00487819;2.429132762
11.05728755;2.760181462
12.9139745;2.590938623
12.53109311;2.542766811
11.44875712;2.593827849
12.35905693;2.237401581
13.21242609;2.7906823
13.66489894;3.016777417
11.78833581;2.95435721
12.63119721;2.493048304
13.33379573;2.4803641
11.93676802;2.325436519
12.75126988;2.658986869
12.87747879;3.10766136
13.0127078;2.456820413
13.33113446;2.246498984
12.4065203;3.129925783
12.07617587;2.876531358
12.04452602;3.038431097
12.84244722;2.857464885
12.54508282;2.846014002
11.92683561;2.855015683
12.42544285;2.342016026
11.7971864;2.792198137
12.2085151;2.6636607
11.23965538;2.836892751
12.12333662;2.642014373
11.75975536;2.356283593
12.28332758;2.72950028
14.35018669;2.387918592
13.09884046;2.908248201
12.57417487;2.390224405
12.16761106;2.757372376
13.06501507;2.968371796
13.79458107;2.229393986
12.12593679;3.073181311
13.06343011;2.497477878
12.44688152;2.444284585
11.97399485;2.271243383
13.1367972;3.025941399
13.55641307;2.842622572
11.68399508;2.913134589
12.93381238;2.401719207
12.50900671;2.682344448
12.97636664;2.988495979
12.23911116;2.585306414
13.27771304;2.069754344
12.60550677;2.739411965
13.63280914;2.618925173
13.07281011;2.673501597
10.83323485;2.774360306
13.19198179;2.697161797
12.70394899;2.039827817
12.79870117;3.188994179
13.22000025;2.453236823
10.88670578;2.546368899
13.49361539;2.736140896
13.67477799;2.715163996
13.04513606;2.773498296
12.81115035;2.923479404
11.53834937;3.199180577
12.78413242;3.037571112
11.8695602;3.280598647
11.31427757;2.211611736
13.04986612;2.799269447
13.03502881;2.573855503
13.93359831;2.230774715
13.7987511;3.048017279
12.74462407;2.497901866
13.69305348;2.738326117
12.12845992;3.02897119
12.87955611;2.244138715
13.93296776;2.64426378
14.00846107;2.895522406
13.0091904;2.903388547
13.14569716;2.812925547
12.74517165;3.009873191
13.85498742;2.254945241
12.57626606;2.67680977
12.97841072;2.681186066
10.7419618;2.292343873
11.79929953;3.177956678
12.90749966;2.73917393
11.94912381;2.907517362
11.55838075;2.403133003
14.46808559;2.764245424
12.28153345;3.060150267
12.12638363;2.959181656
11.96630834;2.751871094
13.62733121;2.625764879
13.25315698;3.188392164
11.95662436;2.919558764
11.92036238;2.927973198
11.16351811;2.828348383
12.3906343;3.075072674
11.59684394;2.545595769
13.16673662;3.612298704
13.17179746;2.770581928
12.59145138;2.632515396
12.98181779;3.175929668
13.05258074;2.47056267
12.77190098;2.818841523
12.53690746;2.754875838
13.00603743;2.793196894
13.2423238;3.186150361
12.55098678;2.743121299
13.32654237;2.570645141
10.96354757;2.598757509
14.3591008;2.430640474
11.66842278;2.476840754
12.6883715;3.26173071
12.93586985;2.289326462
12.43190517;2.724072761
11.62364745;2.694005952
12.98444515;2.434911433
12.87032354;2.216147955
12.32515141;2.302244326
11.90083511;2.831009824
12.00435278;2.244283043
12.59899767;2.613492395
12.40972755;3.126480391
13.29701556;2.983913206
11.0073839;2.939561405
11.47773635;2.751230228
